_id,created_at,ward_id,title,description,sub_category_id,civic_agency_id,location,address,latitude,longitude,ward_title,category_id,category_title,sub_category_title,civic_agency_title,complaint_status_title,comment_count
462,2019-02-02T15:20:00,127,Stray dog problem every night and the number has just increased.,"We have been having sleepless nights for the past few months due to street dogs barking all night.

We have complained to BBMP several times and one of the stray dogs has delivered again in a span of 6 months for the 2nd time in the same place. This entire road has about 10 stray dogs and now 6 are added. The dog is not sterilized even after continuous complaints to BBMP.

PLEASE HELP AND RELIEVE US FROM THESE FRUSTRATING SLEEPLESS NIGHTS.",77,10,"Road, 13, 4Th A Main Rd, 2Nd Block, Govindaraja Nagar Ward, Kalyana Nagar, Nagarbhavi, Bengaluru, Karnataka 560072, India",RV Bajaj Service Center,12.9676025,77.5215484,Mudalapalya,19,Animal Husbandry,Stray Dog Sterilisation/Animal Birth Control (ABC),BBMP,Resolved,5
463,2019-02-02T16:02:00,145,Garbage uncleared for months inside the transformer,Garbage uncleared for months inside the transformer,155,10,"76/1, 7Th Cross Rd, Vinayaka Nagar, Wilson Garden, Bengaluru, Karnataka 560027, India",NULL,12.9494207,77.5951513,Hombegowda Nagar,6,Garbage and Unsanitary Practices,Clearance Of Garbage Dump Or Black Spot,BBMP,Resolved,2
464,2019-02-02T16:08:00,145,Construction debris blocking entire road.  location on 2nd main r...,"Construction debris blocking entire road.  location on 2nd main road,  junction work 10th cross , WILSON GARDEN",67,10,"76/1, 7Th Cross Rd, Vinayaka Nagar, Wilson Garden, Bengaluru, Karnataka 560027, India",NULL,12.9494363,77.5951808,Hombegowda Nagar,15,"Mobility - Roads, Footpaths and Infrastructure",Tarring Or Asphalting Of Existing Road,BBMP,Resolved,1
465,2019-02-02T17:01:00,195,Traffic Signal at Chunchaghatta Main Road connecting JP Nagar :,Please have a Traffic Signal installed in one of the most congested junctions. Traffic Jam is a very common phenomenon on a daily basis and not eveyrtime the narrow junction is manned by Traffic Police leading to jams frequently.,84,5,"16, 1St Cross Road, Chunchgatta, Jp Nagar 7Th Phase, Jp Nagar, Bengaluru, Karnataka 560078, India",Chunchaghatta main road,12.89185191,77.57206313,Konankunte,21,Traffic and Road Safety,Traffic Jams/Congestion Or Bottlenecks,BTP,Closed,1
466,2019-02-02T19:08:00,81,Reconstruct damaged storm drain,"Beside house H no147, 8th main road,, 8th Cross, talacauvery Layout, Vibhutipur, bangalore-37

In front of the vacant plot No 203 and 204, 8th main road, 8th Cross talacauvery Layout, Vibhutipur, Bangalore-37
In the drain plants have grown.
 Concerned officials please look into this nuisance and try to resolve this at the earliest
My number in case any further details is required. 9886745926",73,10,"Talacauvery Housing Society Layout, Vibhutipura, Bengaluru, Karnataka 560037, India","H no 147, 8th Main Road, 8th Cross, Talakaveri Layout, Vibhutipur, bangalore-37",12.966955,77.6826297,Vijnana Nagar,18,Storm Water Drains,Maintenance And Repair Of Storm Water Drains,BBMP,Resolved,7
467,2019-02-02T19:57:00,119,Illegal footpath venders,"From avenue road entrance to mamulpet pedestrians have no footpath to walk i have already given complaint about it and have received message the complaint has resolved and closed today when I come avenue road nothing has been done , when I talk to the footpath venders who can you all blocked public footpath the say they have paid for the footpath , and my question here is are public footpath for sale....",58,10,"Avenue Rd, Old Tharagupet, Mamulpet, Bengaluru, Karnataka, India",Near khusum general store,12.9660591,77.5777085,Dharmaraya Swamy Temple,15,"Mobility - Roads, Footpaths and Infrastructure",Management Of Hawkers and Vendors,BBMP,Resolved,12
468,2019-02-02T20:27:00,73,Request for skywalk construction,"Dear Sir/Madam,

We request you for the construction of a Sky Walk to ease people cross the road safely. Many accidents has occurred on this road,and vehicles ride really too fast without any speed limit. It is very difficult for the pedestrians to cross the road. 

As there is always vehicles moving at high speed during day and night. Office workers and daily wage workers are finding difficulty to cross the road. 

We request you to kindly consider this request and do the needful as soon as possible.

Thanks and regards,
Likitha.",354,10,"19, 4Th Cross Rd, Malagala, Sajjepalya, Nagarbhavi, Bengaluru, Karnataka 560072, India",Near nexa showroom,12.97897919,77.51524128,Kottigepalya,15,"Mobility - Roads, Footpaths and Infrastructure",Construction Of Skywalk/Flyover/Underpass,BBMP,Open,1
469,2019-02-02T23:52:00,83,Roads have become too dusty,The road along Channsandra Main Road has a lot of sand accumulated along both its sides. As vehicles pass this entire sand rises up and it becomes too dusty. Recently BWSSB had laid pipes across this road and has left it without tarring making things worse. With the amount of dust rising from this road people will definitely develop respiratory ailments. Moreover it's not liveable at this place anymore.,67,10,"Channasandra Main Rd, A K Gopalan Colony, Chansandra, Bengaluru, Karnataka, India",Near Thirumala Bakery,12.9828805,77.7608978,Kadugodi,15,"Mobility - Roads, Footpaths and Infrastructure",Tarring Or Asphalting Of Existing Road,BBMP,Resolved,7
470,2019-02-03T00:44:00,54,High decible noise even at night 1pm,Hoodi Sports Club & Nearby Temples: This club along with nearby temples are creating severe noise pollution with high decible noise even during late nights. Police should take severe action on them,46,7,"Hoodi Circle, Hudi, Hoodi, Bengaluru, Karnataka 560067",Hoodi,12.9923184,77.7160509,Hoodi,11,Pollution,Noise Pollution,KSPCB,Open,0
471,2019-02-03T07:03:00,113,This footpath slab is broken and no action. Near Rajeshwari theat...,This footpath slab is broken and no action. Near Rajeshwari theatre on old Airport Road,62,10,"Rajeshwari Theatre, Konena Agrahara, Murgesh Pallya, Bengaluru, Karnataka, India",NULL,12.9588988,77.6609808,Konena Agrahara,470,Streetlights,Maintenance/Repair Of Streetlights,BBMP,Resolved,9
472,2019-02-03T09:03:00,132,"Slide is damage, it may fall any day and creat fatal accident. Pl...","Slide is damage, it may fall any day and creat fatal accident. Please repair or dismantle. This park is opposite to skyline.",85,10,"Skyline City, Skyline City Outer Internal Rd, 2Nd Block, Maruthi Nagar, Attiguppe, Bengaluru, Karnataka 560040, India",NULL,12.95983826,77.52576906,Attiguppe,22,Parks & Recreation,Maintenance Of existing Parks,BBMP,Resolved,2
473,2019-02-03T10:10:00,150,Cleaning of garbage,"Hi sir
(to whom so ever it may concern)
I am a resident of Junnasandra Halanayakanahalli Bangalore 35
I stay close to near Kamdhenu Super Market 
It is regards to the garbage dumping that is there for a long time which is creating a lot of issue in terms of cleanliness, no one cares to com over and keep the area clean 
The dump area is next to a building named maruti Vihanga 
Please it would be a great help if the area can be cleared and the dump zone near the building as mentioned can be taken care of 
Thanks in advance",155,10,"Junnasandra, Bengaluru, Karnataka 560035, India",Near Kamdhenu Super Market,12.8991441,77.6779499,Bellanduru,6,Garbage and Unsanitary Practices,Clearance Of Garbage Dump Or Black Spot,BBMP,Resolved,2
474,2019-02-03T10:54:00,85,No Street Light,"This main road is connecting to hoodi circle, graphite india main road and outer ring road, but no street is provided. Very difficult to walk on night times.",62,10,"35/b, Ferns Paradise, Doddanekkundi, Bengaluru, Karnataka 560048, India",Ashraya Layout main road,12.98047107,77.70678513,Dodda Nekkundi,470,Streetlights,Maintenance/Repair Of Streetlights,BBMP,Re-opened,10
475,2019-02-03T10:54:00,84,Garbage pile on the footpath,Garbage is always lying uncollected at these locations,155,10,"36, Varthur Rd, Ramagondanahalli, Whitefield, Bengaluru, Karnataka 560066, India","Near ramagondanahalli borewell road intersection with varthur road, also near ramagondanahalli govt school",12.95697137,77.74200731,Hagadur,6,Garbage and Unsanitary Practices,Clearance Of Garbage Dump Or Black Spot,BBMP,Resolved,2
476,2019-02-03T11:30:00,85,Provided hump not as per standard,"Height of the hump is more and during vehicle crossing, vehicle bottom is touching the hump. Same type of hump provided in two location on same road.",66,10,"3Rd Main Rd, Doddanakundi Industrial Area 2, Phase 1, Doddanekkundi, Bengaluru, Karnataka 560048, India","3rd main road, whitefield bypass road",12.97512345,77.7068334,Dodda Nekkundi,15,"Mobility - Roads, Footpaths and Infrastructure",Fixing/Reparing Potholes,BBMP,Resolved,6
477,2019-02-03T15:16:00,5,Unauthorized dumping of construction waste in Sampigenahalli lake...,Unauthorized dumping of construction waste in Sampigenahalli lake and neat by quarry adjacent to provident Harmony apartment.They are filling the lake from last 4 days.Need to stop this urgently,160,10,"Off-Thanisandra Main Road, Chokkanahalli Main Rd, Chokkanahalli, Bengaluru, Karnataka 560064, India",NULL,13.07995722,77.62482581,Jakkuru,7,Lakes,Removal of Encroachment In Lakes,Bruhat Bengaluru Mahanagara Palike,Resolved,6
478,2019-02-03T17:14:00,85,Poor condition of the road,This is regarding road asphalting problem faced by residents of Pragathi layout. Since from last Lok Sabha elections this is the problem faced by us.. thanks to the political rivalry... shame on our helplessness.,67,10,"18, 12Th Cross Rd, Pragathi Layout, Doddanekundi, Doddanekkundi, Bengaluru, Karnataka 560037, India",Near doddanekundi lake,12.97304286,77.69298634,Dodda Nekkundi,15,"Mobility - Roads, Footpaths and Infrastructure",Tarring Or Asphalting Of Existing Road,BBMP,Resolved,4
479,2019-02-03T18:38:00,6,Footpath occupied by shop owners,"Footpath occupied by shop owners , so there is no space for public to walk except walk on the road, pls check photos..",58,10,"Rkh 1St Main Rd, Police Quarters, Rk Hegde Nagar, Bengaluru, Karnataka 560077, India",Limra medicals,13.0717666,77.6333335,Thanisandra,15,"Mobility - Roads, Footpaths and Infrastructure",Management Of Hawkers and Vendors,BBMP,Open,6
480,2019-02-03T19:33:00,151,Can we have dedicated bus lanes and lane discipline this is what...,Can we have dedicated bus lanes and lane discipline this is what BTP has to maintain. The extreme left lane of each road should be left free for two wheelers and cycles this will allow smooth traffic and stop footpath riding.,67,10,"Koramangala, Bengaluru, Karnataka, India",NULL,12.9279232,77.6271078,Koramangala,15,"Mobility - Roads, Footpaths and Infrastructure",Tarring Or Asphalting Of Existing Road,BBMP,Re-opened,5
481,2019-02-03T23:24:00,176,"Garbage, stones, mud and a lot of Tree leaves are dumped outside my House","A lot of Garbage, stones, mud and a lot of Tree leaves are dumped outside my House. From last 3-4 months I have asked many times to the people who come for cleaning the road to clean that but they don't listen. Please resolve this ASAP.

Address: 129, 36Th Main Rd, 4th Cross, KAS Officers Colony, Stage 2, BTM 2Nd Stage, Bengaluru, Karnataka 560068, India",155,10,"129, 36Th Main Rd, Kas Officers Colony, Stage 2, Btm 2Nd Stage, Bengaluru, Karnataka 560068, India","4th Cross, behind Bank Of Baroda",12.9151654,77.6187481,BTM Layout,6,Garbage and Unsanitary Practices,Clearance Of Garbage Dump Or Black Spot,BBMP,Resolved,4
482,2019-02-04T00:47:00,58,Byrasandra main road becomes racing track at night!!!! even in da...,"Byrasandra main road becomes racing track at night!!!! even in day time too there is small accidents due to speed driving.
From bagmane tech park back gate till byrasandra main road meeting with gm palya main road,there not a single speed breaker!!!
Night some morons drives like crazy with making huge noises by accelerating speed.",67,10,"38, Byrasandra Main Road, G M Palya, Near-Cauvery Supply Market, New Thippasandra, Bengaluru, Karnataka 560075, India",NULL,12.9757172,77.6660488,New Tippasandra,15,"Mobility - Roads, Footpaths and Infrastructure",Tarring Or Asphalting Of Existing Road,BBMP,Resolved,4
483,2019-02-04T04:58:00,199,Neeladri Road after Wipro parking gate.,"Dear Sir, I would request you to please pay attention towards the Neeladri Road in Electronic City Phase 1.

The same traffic goes through in front of Wipro parking too. But you notice a significant change in both the road.

All it requires is your one ride on Neeladri Road. And the amount of dust is to an another level. Also not to mention it is horrible during rainy season.",66,10,"Neeladri Rd, Neeladri Nagar, Electronics City Phase 1, Electronic City, Bengaluru, Karnataka 560100, India",Neeladri Road,12.8418955,77.6489561,Other,15,"Mobility - Roads, Footpaths and Infrastructure",Fixing/Reparing Potholes,BBMP,Resolved,1
484,2019-02-04T08:21:00,25,Drainage,"Dear Sir/Mam,
    My Name is Shabnam.M,residing in #36 2nd main 2 cross papanna laout bharath nagar saraipalya thanisandra main road srk post Bangalore 560077,sir our opposite neighbours they have their water draining on the road.Actually there is construction going on in my area for sewage,water and drainage,which is stopped right now,so these people are like as work is going on unless the work is complete i wont do the repair let it on go on road,In this way sir there is full of smell and water draining which is causing health issues.
So i kindly request you to reach us and ask our neighbours for cleanng it
Thanking you",344,10,"Bengaluru, Karnataka 560077, India",Masjid e ghousia,13.0639539,77.6503609,Horamavu,15,"Mobility - Roads, Footpaths and Infrastructure",Desilting Existing Roadside Drains,BBMP,Resolved,4
485,2019-02-04T09:41:00,170,Garbage is thrown by public and also sorted by BBMP officials nea...,"Garbage is thrown by public and also sorted by BBMP officials near our apartment . address 1107, 8th Main Road, 2nd Cross, BTM Layout 1st Stage, Bangalore  560029",155,10,"1106, 7Th B Main Road, Keb Colony, New Gurappana Palya, 1St Stage, Btm Layout, Bengaluru, Karnataka 560029, India",NULL,12.91781998,77.60293579,Jayanagar East,6,Garbage and Unsanitary Practices,Clearance Of Garbage Dump Or Black Spot,BBMP,Resolved,2
